alder,tilflytningskommune,fraflytningskommune,årstal,værdi_m,værdi_k
80-84 år,Furesø,Frederiksberg,2016,0,0
80-84 år,Furesø,Frederiksberg,2017,0,0
80-84 år,Gribskov,Frederiksberg,2006,0,1
80-84 år,Gribskov,Frederiksberg,2007,0,0
80-84 år,Gribskov,Frederiksberg,2008,0,0
80-84 år,Gribskov,Frederiksberg,2009,1,1
80-84 år,Gribskov,Frederiksberg,2010,0,0
80-84 år,Gribskov,Frederiksberg,2011,0,0
80-84 år,Gribskov,Frederiksberg,2012,0,0
80-84 år,Gribskov,Frederiksberg,2013,2,1
80-84 år,Gribskov,Frederiksberg,2014,0,0
80-84 år,Gribskov,Frederiksberg,2015,0,0
80-84 år,Gribskov,Frederiksberg,2016,0,1
80-84 år,Gribskov,Frederiksberg,2017,0,0
80-84 år,Halsnæs,Frederiksberg,2006,0,2
80-84 år,Halsnæs,Frederiksberg,2007,0,1
80-84 år,Halsnæs,Frederiksberg,2008,1,0
80-84 år,Halsnæs,Frederiksberg,2009,0,0
80-84 år,Halsnæs,Frederiksberg,2010,0,0
80-84 år,Halsnæs,Frederiksberg,2011,1,1
80-84 år,Halsnæs,Frederiksberg,2012,0,0
80-84 år,Halsnæs,Frederiksberg,2013,0,1
80-84 år,Halsnæs,Frederiksberg,2014,0,0
80-84 år,Halsnæs,Frederiksberg,2015,0,0
80-84 år,Halsnæs,Frederiksberg,2016,0,0
80-84 år,Halsnæs,Frederiksberg,2017,0,1
80-84 år,Helsingør,Frederiksberg,2006,1,1
80-84 år,Helsingør,Frederiksberg,2007,1,1
80-84 år,Helsingør,Frederiksberg,2008,0,0
80-84 år,Helsingør,Frederiksberg,2009,1,0
80-84 år,Helsingør,Frederiksberg,2010,0,0
80-84 år,Helsingør,Frederiksberg,2011,0,0
80-84 år,Helsingør,Frederiksberg,2012,0,0
80-84 år,Helsingør,Frederiksberg,2013,0,0
80-84 år,Helsingør,Frederiksberg,2014,0,0
80-84 år,Helsingør,Frederiksberg,2015,1,0
80-84 år,Helsingør,Frederiksberg,2016,0,0
80-84 år,Helsingør,Frederiksberg,2017,0,0
80-84 år,Hillerød,Frederiksberg,2006,0,0
80-84 år,Hillerød,Frederiksberg,2007,0,0
80-84 år,Hillerød,Frederiksberg,2008,1,0
80-84 år,Hillerød,Frederiksberg,2009,1,0
80-84 år,Hillerød,Frederiksberg,2010,0,0
80-84 år,Hillerød,Frederiksberg,2011,0,0
80-84 år,Hillerød,Frederiksberg,2012,0,0
80-84 år,Hillerød,Frederiksberg,2013,1,0
80-84 år,Hillerød,Frederiksberg,2014,0,0
80-84 år,Hillerød,Frederiksberg,2015,0,0
80-84 år,Hillerød,Frederiksberg,2016,0,0
80-84 år,Hillerød,Frederiksberg,2017,1,0
80-84 år,Hørsholm,Frederiksberg,2006,0,0
80-84 år,Hørsholm,Frederiksberg,2007,0,0
80-84 år,Hørsholm,Frederiksberg,2008,0,0
80-84 år,Hørsholm,Frederiksberg,2009,0,2
80-84 år,Hørsholm,Frederiksberg,2010,0,0
80-84 år,Hørsholm,Frederiksberg,2011,0,0
80-84 år,Hørsholm,Frederiksberg,2012,0,1
80-84 år,Hørsholm,Frederiksberg,2013,2,0
80-84 år,Hørsholm,Frederiksberg,2014,0,0
80-84 år,Hørsholm,Frederiksberg,2015,0,0
80-84 år,Hørsholm,Frederiksberg,2016,0,1
80-84 år,Hørsholm,Frederiksberg,2017,0,1
80-84 år,Rudersdal,Frederiksberg,2006,0,1
80-84 år,Rudersdal,Frederiksberg,2007,1,0
80-84 år,Rudersdal,Frederiksberg,2008,0,1
80-84 år,Rudersdal,Frederiksberg,2009,0,0
80-84 år,Rudersdal,Frederiksberg,2010,0,0
80-84 år,Rudersdal,Frederiksberg,2011,0,0
80-84 år,Rudersdal,Frederiksberg,2012,0,1
80-84 år,Rudersdal,Frederiksberg,2013,1,0
80-84 år,Rudersdal,Frederiksberg,2014,0,0
80-84 år,Rudersdal,Frederiksberg,2015,0,0
80-84 år,Rudersdal,Frederiksberg,2016,1,1
80-84 år,Rudersdal,Frederiksberg,2017,0,0
80-84 år,Bornholm,Frederiksberg,2006,0,1
80-84 år,Bornholm,Frederiksberg,2007,0,0
80-84 år,Bornholm,Frederiksberg,2008,0,0
80-84 år,Bornholm,Frederiksberg,2009,0,0
80-84 år,Bornholm,Frederiksberg,2010,0,0
80-84 år,Bornholm,Frederiksberg,2011,0,0
80-84 år,Bornholm,Frederiksberg,2012,0,0
80-84 år,Bornholm,Frederiksberg,2013,0,1
80-84 år,Bornholm,Frederiksberg,2014,0,0
80-84 år,Bornholm,Frederiksberg,2015,0,0
80-84 år,Bornholm,Frederiksberg,2016,0,0
80-84 år,Bornholm,Frederiksberg,2017,0,0
80-84 år,Christiansø,Frederiksberg,2006,0,0
80-84 år,Christiansø,Frederiksberg,2007,0,0
80-84 år,Christiansø,Frederiksberg,2008,0,0
80-84 år,Christiansø,Frederiksberg,2009,0,0
80-84 år,Christiansø,Frederiksberg,2010,0,0
80-84 år,Christiansø,Frederiksberg,2011,0,0
80-84 år,Christiansø,Frederiksberg,2012,0,0
80-84 år,Christiansø,Frederiksberg,2013,0,0
80-84 år,Christiansø,Frederiksberg,2014,0,0
80-84 år,Christiansø,Frederiksberg,2015,0,0
80-84 år,Christiansø,Frederiksberg,2016,0,0
80-84 år,Christiansø,Frederiksberg,2017,0,0
80-84 år,Greve,Frederiksberg,2006,0,0
80-84 år,Greve,Frederiksberg,2007,0,1
80-84 år,Greve,Frederiksberg,2008,0,0
80-84 år,Greve,Frederiksberg,2009,0,0
80-84 år,Greve,Frederiksberg,2010,0,0
80-84 år,Greve,Frederiksberg,2011,0,1
80-84 år,Greve,Frederiksberg,2012,1,1
80-84 år,Greve,Frederiksberg,2013,0,0
80-84 år,Greve,Frederiksberg,2014,0,0
80-84 år,Greve,Frederiksberg,2015,0,0
80-84 år,Greve,Frederiksberg,2016,0,0
80-84 år,Greve,Frederiksberg,2017,0,0
80-84 år,Køge,Frederiksberg,2006,0,2
80-84 år,Køge,Frederiksberg,2007,1,1
80-84 år,Køge,Frederiksberg,2008,0,0
80-84 år,Køge,Frederiksberg,2009,0,0
80-84 år,Køge,Frederiksberg,2010,0,0
80-84 år,Køge,Frederiksberg,2011,0,0
80-84 år,Køge,Frederiksberg,2012,0,0
80-84 år,Køge,Frederiksberg,2013,0,0
80-84 år,Køge,Frederiksberg,2014,0,0
80-84 år,Køge,Frederiksberg,2015,0,0
80-84 år,Køge,Frederiksberg,2016,1,0
80-84 år,Køge,Frederiksberg,2017,0,0
80-84 år,Lejre,Frederiksberg,2006,0,0
80-84 år,Lejre,Frederiksberg,2007,0,0
80-84 år,Lejre,Frederiksberg,2008,0,0
80-84 år,Lejre,Frederiksberg,2009,0,1
80-84 år,Lejre,Frederiksberg,2010,0,1
80-84 år,Lejre,Frederiksberg,2011,0,0
80-84 år,Lejre,Frederiksberg,2012,0,0
80-84 år,Lejre,Frederiksberg,2013,0,0
80-84 år,Lejre,Frederiksberg,2014,0,0
80-84 år,Lejre,Frederiksberg,2015,0,0
80-84 år,Lejre,Frederiksberg,2016,0,0
80-84 år,Lejre,Frederiksberg,2017,0,0
80-84 år,Roskilde,Frederiksberg,2006,0,0
80-84 år,Roskilde,Frederiksberg,2007,0,0
80-84 år,Roskilde,Frederiksberg,2008,0,0
80-84 år,Roskilde,Frederiksberg,2009,0,2
80-84 år,Roskilde,Frederiksberg,2010,0,1
80-84 år,Roskilde,Frederiksberg,2011,0,0
80-84 år,Roskilde,Frederiksberg,2012,1,1
80-84 år,Roskilde,Frederiksberg,2013,0,0
80-84 år,Roskilde,Frederiksberg,2014,0,1
80-84 år,Roskilde,Frederiksberg,2015,0,0
80-84 år,Roskilde,Frederiksberg,2016,0,0
80-84 år,Roskilde,Frederiksberg,2017,0,0
80-84 år,Solrød,Frederiksberg,2006,0,0
80-84 år,Solrød,Frederiksberg,2007,0,0
80-84 år,Solrød,Frederiksberg,2008,0,0
80-84 år,Solrød,Frederiksberg,2009,0,0
80-84 år,Solrød,Frederiksberg,2010,0,0
80-84 år,Solrød,Frederiksberg,2011,0,0
80-84 år,Solrød,Frederiksberg,2012,0,0
80-84 år,Solrød,Frederiksberg,2013,0,0
80-84 år,Solrød,Frederiksberg,2014,0,0
80-84 år,Solrød,Frederiksberg,2015,0,0
80-84 år,Solrød,Frederiksberg,2016,0,0
80-84 år,Solrød,Frederiksberg,2017,0,0
80-84 år,Faxe,Frederiksberg,2006,0,0
80-84 år,Faxe,Frederiksberg,2007,0,0
80-84 år,Faxe,Frederiksberg,2008,0,1
80-84 år,Faxe,Frederiksberg,2009,1,0
80-84 år,Faxe,Frederiksberg,2010,0,1
80-84 år,Faxe,Frederiksberg,2011,0,0
80-84 år,Faxe,Frederiksberg,2012,0,0
80-84 år,Faxe,Frederiksberg,2013,0,1
80-84 år,Faxe,Frederiksberg,2014,0,0
80-84 år,Faxe,Frederiksberg,2015,0,0
80-84 år,Faxe,Frederiksberg,2016,1,0
80-84 år,Faxe,Frederiksberg,2017,0,0
80-84 år,Guldborgsund,Frederiksberg,2006,0,0
80-84 år,Guldborgsund,Frederiksberg,2007,0,0
80-84 år,Guldborgsund,Frederiksberg,2008,0,0
80-84 år,Guldborgsund,Frederiksberg,2009,0,1
80-84 år,Guldborgsund,Frederiksberg,2010,0,0
80-84 år,Guldborgsund,Frederiksberg,2011,0,0
80-84 år,Guldborgsund,Frederiksberg,2012,0,0
80-84 år,Guldborgsund,Frederiksberg,2013,0,0
80-84 år,Guldborgsund,Frederiksberg,2014,0,0
80-84 år,Guldborgsund,Frederiksberg,2015,0,0
80-84 år,Guldborgsund,Frederiksberg,2016,0,0
80-84 år,Guldborgsund,Frederiksberg,2017,0,0
80-84 år,Holbæk,Frederiksberg,2006,2,1
80-84 år,Holbæk,Frederiksberg,2007,0,0
80-84 år,Holbæk,Frederiksberg,2008,0,0
80-84 år,Holbæk,Frederiksberg,2009,0,0
80-84 år,Holbæk,Frederiksberg,2010,0,1
80-84 år,Holbæk,Frederiksberg,2011,0,0
80-84 år,Holbæk,Frederiksberg,2012,0,0
80-84 år,Holbæk,Frederiksberg,2013,0,0
80-84 år,Holbæk,Frederiksberg,2014,0,0
80-84 år,Holbæk,Frederiksberg,2015,0,0
80-84 år,Holbæk,Frederiksberg,2016,0,0
80-84 år,Holbæk,Frederiksberg,2017,0,0
80-84 år,Kalundborg,Frederiksberg,2006,0,0
80-84 år,Kalundborg,Frederiksberg,2007,1,0
80-84 år,Kalundborg,Frederiksberg,2008,0,0
80-84 år,Kalundborg,Frederiksberg,2009,0,0
80-84 år,Kalundborg,Frederiksberg,2010,0,1
80-84 år,Kalundborg,Frederiksberg,2011,0,0
80-84 år,Kalundborg,Frederiksberg,2012,0,0
80-84 år,Kalundborg,Frederiksberg,2013,0,0
80-84 år,Kalundborg,Frederiksberg,2014,0,0
80-84 år,Kalundborg,Frederiksberg,2015,0,0
80-84 år,Kalundborg,Frederiksberg,2016,0,0
80-84 år,Kalundborg,Frederiksberg,2017,0,1
80-84 år,Lolland,Frederiksberg,2006,0,1
80-84 år,Lolland,Frederiksberg,2007,0,0
80-84 år,Lolland,Frederiksberg,2008,0,0
80-84 år,Lolland,Frederiksberg,2009,0,0
80-84 år,Lolland,Frederiksberg,2010,0,0
80-84 år,Lolland,Frederiksberg,2011,0,0
80-84 år,Lolland,Frederiksberg,2012,0,0
80-84 år,Lolland,Frederiksberg,2013,0,0
80-84 år,Lolland,Frederiksberg,2014,0,0
80-84 år,Lolland,Frederiksberg,2015,0,0
80-84 år,Lolland,Frederiksberg,2016,1,0
80-84 år,Lolland,Frederiksberg,2017,0,0
80-84 år,Næstved,Frederiksberg,2006,0,1
80-84 år,Næstved,Frederiksberg,2007,0,1
80-84 år,Næstved,Frederiksberg,2008,0,0
80-84 år,Næstved,Frederiksberg,2009,0,1
80-84 år,Næstved,Frederiksberg,2010,1,0
80-84 år,Næstved,Frederiksberg,2011,0,0
80-84 år,Næstved,Frederiksberg,2012,1,0
80-84 år,Næstved,Frederiksberg,2013,0,0
80-84 år,Næstved,Frederiksberg,2014,0,0
80-84 år,Næstved,Frederiksberg,2015,0,0
80-84 år,Næstved,Frederiksberg,2016,0,0
80-84 år,Næstved,Frederiksberg,2017,0,0
80-84 år,Odsherred,Frederiksberg,2006,0,1
80-84 år,Odsherred,Frederiksberg,2007,0,0
80-84 år,Odsherred,Frederiksberg,2008,1,0
80-84 år,Odsherred,Frederiksberg,2009,0,1
80-84 år,Odsherred,Frederiksberg,2010,0,0
80-84 år,Odsherred,Frederiksberg,2011,0,0
80-84 år,Odsherred,Frederiksberg,2012,0,0
80-84 år,Odsherred,Frederiksberg,2013,0,0
80-84 år,Odsherred,Frederiksberg,2014,0,0
80-84 år,Odsherred,Frederiksberg,2015,0,1
80-84 år,Odsherred,Frederiksberg,2016,0,1
80-84 år,Odsherred,Frederiksberg,2017,0,0
80-84 år,Ringsted,Frederiksberg,2006,0,0
80-84 år,Ringsted,Frederiksberg,2007,0,0
80-84 år,Ringsted,Frederiksberg,2008,0,2
80-84 år,Ringsted,Frederiksberg,2009,0,0
80-84 år,Ringsted,Frederiksberg,2010,0,0
80-84 år,Ringsted,Frederiksberg,2011,0,0
80-84 år,Ringsted,Frederiksberg,2012,0,0
80-84 år,Ringsted,Frederiksberg,2013,0,1
80-84 år,Ringsted,Frederiksberg,2014,0,0
80-84 år,Ringsted,Frederiksberg,2015,0,0
80-84 år,Ringsted,Frederiksberg,2016,1,0
80-84 år,Ringsted,Frederiksberg,2017,0,0
80-84 år,Slagelse,Frederiksberg,2006,1,1
80-84 år,Slagelse,Frederiksberg,2007,0,0
80-84 år,Slagelse,Frederiksberg,2008,0,0
80-84 år,Slagelse,Frederiksberg,2009,1,1
80-84 år,Slagelse,Frederiksberg,2010,0,1
80-84 år,Slagelse,Frederiksberg,2011,0,1
80-84 år,Slagelse,Frederiksberg,2012,0,0
80-84 år,Slagelse,Frederiksberg,2013,0,0
80-84 år,Slagelse,Frederiksberg,2014,0,0
80-84 år,Slagelse,Frederiksberg,2015,0,0
80-84 år,Slagelse,Frederiksberg,2016,0,0
80-84 år,Slagelse,Frederiksberg,2017,1,0
80-84 år,Sorø,Frederiksberg,2006,0,0
80-84 år,Sorø,Frederiksberg,2007,0,1
80-84 år,Sorø,Frederiksberg,2008,0,0
80-84 år,Sorø,Frederiksberg,2009,0,0
80-84 år,Sorø,Frederiksberg,2010,0,0
80-84 år,Sorø,Frederiksberg,2011,0,1
80-84 år,Sorø,Frederiksberg,2012,0,0
80-84 år,Sorø,Frederiksberg,2013,1,1
80-84 år,Sorø,Frederiksberg,2014,0,0
80-84 år,Sorø,Frederiksberg,2015,0,0
80-84 år,Sorø,Frederiksberg,2016,0,1
80-84 år,Sorø,Frederiksberg,2017,0,0
80-84 år,Stevns,Frederiksberg,2006,0,0
80-84 år,Stevns,Frederiksberg,2007,0,0
80-84 år,Stevns,Frederiksberg,2008,0,0
80-84 år,Stevns,Frederiksberg,2009,0,0
80-84 år,Stevns,Frederiksberg,2010,0,0
80-84 år,Stevns,Frederiksberg,2011,0,0
80-84 år,Stevns,Frederiksberg,2012,0,0
80-84 år,Stevns,Frederiksberg,2013,0,0
80-84 år,Stevns,Frederiksberg,2014,0,0
80-84 år,Stevns,Frederiksberg,2015,0,0
80-84 år,Stevns,Frederiksberg,2016,0,1
80-84 år,Stevns,Frederiksberg,2017,0,0
80-84 år,Vordingborg,Frederiksberg,2006,0,0
80-84 år,Vordingborg,Frederiksberg,2007,0,1
80-84 år,Vordingborg,Frederiksberg,2008,0,0
80-84 år,Vordingborg,Frederiksberg,2009,0,0
80-84 år,Vordingborg,Frederiksberg,2010,0,0
80-84 år,Vordingborg,Frederiksberg,2011,1,0
80-84 år,Vordingborg,Frederiksberg,2012,0,1
80-84 år,Vordingborg,Frederiksberg,2013,0,0
80-84 år,Vordingborg,Frederiksberg,2014,1,0
80-84 år,Vordingborg,Frederiksberg,2015,0,0
80-84 år,Vordingborg,Frederiksberg,2016,2,0
80-84 år,Vordingborg,Frederiksberg,2017,0,0
80-84 år,Assens,Frederiksberg,2006,0,0
80-84 år,Assens,Frederiksberg,2007,0,0
80-84 år,Assens,Frederiksberg,2008,0,0
80-84 år,Assens,Frederiksberg,2009,0,0
80-84 år,Assens,Frederiksberg,2010,0,0
80-84 år,Assens,Frederiksberg,2011,0,0
80-84 år,Assens,Frederiksberg,2012,0,0
80-84 år,Assens,Frederiksberg,2013,0,0
80-84 år,Assens,Frederiksberg,2014,0,0
80-84 år,Assens,Frederiksberg,2015,0,0
80-84 år,Assens,Frederiksberg,2016,0,0
80-84 år,Assens,Frederiksberg,2017,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2006,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2007,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2008,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2009,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2010,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2011,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2012,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2013,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2014,1,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2015,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2016,0,0
80-84 år,Faaborg-Midtfyn,Frederiksberg,2017,0,0
80-84 år,Kerteminde,Frederiksberg,2006,0,0
80-84 år,Kerteminde,Frederiksberg,2007,0,0
80-84 år,Kerteminde,Frederiksberg,2008,0,0
80-84 år,Kerteminde,Frederiksberg,2009,0,0
80-84 år,Kerteminde,Frederiksberg,2010,0,0
80-84 år,Kerteminde,Frederiksberg,2011,0,0
80-84 år,Kerteminde,Frederiksberg,2012,0,0
80-84 år,Kerteminde,Frederiksberg,2013,0,0
80-84 år,Kerteminde,Frederiksberg,2014,0,0
80-84 år,Kerteminde,Frederiksberg,2015,0,0
80-84 år,Kerteminde,Frederiksberg,2016,0,0
80-84 år,Kerteminde,Frederiksberg,2017,0,0
80-84 år,Langeland,Frederiksberg,2006,0,0
80-84 år,Langeland,Frederiksberg,2007,0,0
80-84 år,Langeland,Frederiksberg,2008,0,0
80-84 år,Langeland,Frederiksberg,2009,0,0
80-84 år,Langeland,Frederiksberg,2010,0,0
80-84 år,Langeland,Frederiksberg,2011,0,0
80-84 år,Langeland,Frederiksberg,2012,0,0
80-84 år,Langeland,Frederiksberg,2013,1,0
80-84 år,Langeland,Frederiksberg,2014,0,0
80-84 år,Langeland,Frederiksberg,2015,0,0
80-84 år,Langeland,Frederiksberg,2016,0,0
80-84 år,Langeland,Frederiksberg,2017,0,0
80-84 år,Middelfart,Frederiksberg,2006,0,0
80-84 år,Middelfart,Frederiksberg,2007,0,0
80-84 år,Middelfart,Frederiksberg,2008,0,0
80-84 år,Middelfart,Frederiksberg,2009,0,0
80-84 år,Middelfart,Frederiksberg,2010,0,0
80-84 år,Middelfart,Frederiksberg,2011,0,0
80-84 år,Middelfart,Frederiksberg,2012,0,0
80-84 år,Middelfart,Frederiksberg,2013,0,0
80-84 år,Middelfart,Frederiksberg,2014,0,0
80-84 år,Middelfart,Frederiksberg,2015,0,0
80-84 år,Middelfart,Frederiksberg,2016,0,0
80-84 år,Middelfart,Frederiksberg,2017,0,0
80-84 år,Nordfyns,Frederiksberg,2006,0,0
80-84 år,Nordfyns,Frederiksberg,2007,0,0
80-84 år,Nordfyns,Frederiksberg,2008,0,0
80-84 år,Nordfyns,Frederiksberg,2009,0,0
80-84 år,Nordfyns,Frederiksberg,2010,0,0
80-84 år,Nordfyns,Frederiksberg,2011,0,0
80-84 år,Nordfyns,Frederiksberg,2012,0,0
80-84 år,Nordfyns,Frederiksberg,2013,0,0
80-84 år,Nordfyns,Frederiksberg,2014,0,0
80-84 år,Nordfyns,Frederiksberg,2015,0,0
80-84 år,Nordfyns,Frederiksberg,2016,0,0
80-84 år,Nordfyns,Frederiksberg,2017,0,0
80-84 år,Nyborg,Frederiksberg,2006,0,0
80-84 år,Nyborg,Frederiksberg,2007,0,0
80-84 år,Nyborg,Frederiksberg,2008,0,0
80-84 år,Nyborg,Frederiksberg,2009,0,0
80-84 år,Nyborg,Frederiksberg,2010,0,0
80-84 år,Nyborg,Frederiksberg,2011,0,0
80-84 år,Nyborg,Frederiksberg,2012,0,0
80-84 år,Nyborg,Frederiksberg,2013,0,0
80-84 år,Nyborg,Frederiksberg,2014,0,0
80-84 år,Nyborg,Frederiksberg,2015,0,0
80-84 år,Nyborg,Frederiksberg,2016,0,0
80-84 år,Nyborg,Frederiksberg,2017,0,0
80-84 år,Odense,Frederiksberg,2006,0,0
80-84 år,Odense,Frederiksberg,2007,0,0
80-84 år,Odense,Frederiksberg,2008,0,0
80-84 år,Odense,Frederiksberg,2009,0,0
80-84 år,Odense,Frederiksberg,2010,0,0
80-84 år,Odense,Frederiksberg,2011,0,0
80-84 år,Odense,Frederiksberg,2012,0,1
80-84 år,Odense,Frederiksberg,2013,0,0
80-84 år,Odense,Frederiksberg,2014,0,0
80-84 år,Odense,Frederiksberg,2015,0,0
80-84 år,Odense,Frederiksberg,2016,0,0
80-84 år,Odense,Frederiksberg,2017,1,0
80-84 år,Svendborg,Frederiksberg,2006,0,0
80-84 år,Svendborg,Frederiksberg,2007,0,0
80-84 år,Svendborg,Frederiksberg,2008,0,0
80-84 år,Svendborg,Frederiksberg,2009,0,0
80-84 år,Svendborg,Frederiksberg,2010,0,0
80-84 år,Svendborg,Frederiksberg,2011,0,0
80-84 år,Svendborg,Frederiksberg,2012,0,0
80-84 år,Svendborg,Frederiksberg,2013,0,0
80-84 år,Svendborg,Frederiksberg,2014,0,0
80-84 år,Svendborg,Frederiksberg,2015,0,0
80-84 år,Svendborg,Frederiksberg,2016,1,0
80-84 år,Svendborg,Frederiksberg,2017,0,0
80-84 år,Ærø,Frederiksberg,2006,0,0
80-84 år,Ærø,Frederiksberg,2007,0,0
80-84 år,Ærø,Frederiksberg,2008,0,0
80-84 år,Ærø,Frederiksberg,2009,0,0
80-84 år,Ærø,Frederiksberg,2010,0,0
80-84 år,Ærø,Frederiksberg,2011,0,0
80-84 år,Ærø,Frederiksberg,2012,1,0
80-84 år,Ærø,Frederiksberg,2013,0,0
80-84 år,Ærø,Frederiksberg,2014,0,0
80-84 år,Ærø,Frederiksberg,2015,0,0
80-84 år,Ærø,Frederiksberg,2016,0,0
80-84 år,Ærø,Frederiksberg,2017,0,0
80-84 år,Billund,Frederiksberg,2006,0,0
80-84 år,Billund,Frederiksberg,2007,0,0
80-84 år,Billund,Frederiksberg,2008,0,0
80-84 år,Billund,Frederiksberg,2009,0,0
80-84 år,Billund,Frederiksberg,2010,0,0
80-84 år,Billund,Frederiksberg,2011,0,0
80-84 år,Billund,Frederiksberg,2012,0,0
80-84 år,Billund,Frederiksberg,2013,0,0
80-84 år,Billund,Frederiksberg,2014,0,0
80-84 år,Billund,Frederiksberg,2015,0,0
80-84 år,Billund,Frederiksberg,2016,0,0
80-84 år,Billund,Frederiksberg,2017,0,0
80-84 år,Esbjerg,Frederiksberg,2006,0,0
80-84 år,Esbjerg,Frederiksberg,2007,0,0
80-84 år,Esbjerg,Frederiksberg,2008,0,0
80-84 år,Esbjerg,Frederiksberg,2009,0,0
80-84 år,Esbjerg,Frederiksberg,2010,0,0
80-84 år,Esbjerg,Frederiksberg,2011,0,0
80-84 år,Esbjerg,Frederiksberg,2012,0,0
80-84 år,Esbjerg,Frederiksberg,2013,0,0
80-84 år,Esbjerg,Frederiksberg,2014,0,0
80-84 år,Esbjerg,Frederiksberg,2015,0,0
80-84 år,Esbjerg,Frederiksberg,2016,0,0
80-84 år,Esbjerg,Frederiksberg,2017,0,0
80-84 år,Fanø,Frederiksberg,2006,0,0
80-84 år,Fanø,Frederiksberg,2007,0,0
80-84 år,Fanø,Frederiksberg,2008,0,0
80-84 år,Fanø,Frederiksberg,2009,0,0
80-84 år,Fanø,Frederiksberg,2010,0,0
80-84 år,Fanø,Frederiksberg,2011,0,0
80-84 år,Fanø,Frederiksberg,2012,0,0
80-84 år,Fanø,Frederiksberg,2013,0,0
80-84 år,Fanø,Frederiksberg,2014,0,0
80-84 år,Fanø,Frederiksberg,2015,0,0
80-84 år,Fanø,Frederiksberg,2016,0,0
80-84 år,Fanø,Frederiksberg,2017,0,0
80-84 år,Fredericia,Frederiksberg,2006,0,0
80-84 år,Fredericia,Frederiksberg,2007,0,0
80-84 år,Fredericia,Frederiksberg,2008,0,0
80-84 år,Fredericia,Frederiksberg,2009,0,0
80-84 år,Fredericia,Frederiksberg,2010,0,0
80-84 år,Fredericia,Frederiksberg,2011,0,0
80-84 år,Fredericia,Frederiksberg,2012,0,0
80-84 år,Fredericia,Frederiksberg,2013,0,0
80-84 år,Fredericia,Frederiksberg,2014,0,0
80-84 år,Fredericia,Frederiksberg,2015,0,0
80-84 år,Fredericia,Frederiksberg,2016,0,0
80-84 år,Fredericia,Frederiksberg,2017,0,0
80-84 år,Haderslev,Frederiksberg,2006,0,0
80-84 år,Haderslev,Frederiksberg,2007,0,0
80-84 år,Haderslev,Frederiksberg,2008,0,0
80-84 år,Haderslev,Frederiksberg,2009,0,0
80-84 år,Haderslev,Frederiksberg,2010,0,0
80-84 år,Haderslev,Frederiksberg,2011,0,0
80-84 år,Haderslev,Frederiksberg,2012,0,0
80-84 år,Haderslev,Frederiksberg,2013,0,0
80-84 år,Haderslev,Frederiksberg,2014,0,0
80-84 år,Haderslev,Frederiksberg,2015,0,0
80-84 år,Haderslev,Frederiksberg,2016,0,0
80-84 år,Haderslev,Frederiksberg,2017,0,0
80-84 år,Kolding,Frederiksberg,2006,0,0
80-84 år,Kolding,Frederiksberg,2007,0,0
80-84 år,Kolding,Frederiksberg,2008,0,0
80-84 år,Kolding,Frederiksberg,2009,0,0
80-84 år,Kolding,Frederiksberg,2010,0,0
80-84 år,Kolding,Frederiksberg,2011,0,0
80-84 år,Kolding,Frederiksberg,2012,0,0
80-84 år,Kolding,Frederiksberg,2013,0,0
80-84 år,Kolding,Frederiksberg,2014,0,0
80-84 år,Kolding,Frederiksberg,2015,0,0
80-84 år,Kolding,Frederiksberg,2016,0,0
80-84 år,Kolding,Frederiksberg,2017,0,0
80-84 år,Sønderborg,Frederiksberg,2006,0,0
80-84 år,Sønderborg,Frederiksberg,2007,0,0
80-84 år,Sønderborg,Frederiksberg,2008,0,0
80-84 år,Sønderborg,Frederiksberg,2009,0,0
80-84 år,Sønderborg,Frederiksberg,2010,0,0
80-84 år,Sønderborg,Frederiksberg,2011,0,0
80-84 år,Sønderborg,Frederiksberg,2012,0,0
80-84 år,Sønderborg,Frederiksberg,2013,0,0
80-84 år,Sønderborg,Frederiksberg,2014,0,0
80-84 år,Sønderborg,Frederiksberg,2015,0,0
80-84 år,Sønderborg,Frederiksberg,2016,0,0
80-84 år,Sønderborg,Frederiksberg,2017,0,0
80-84 år,Tønder,Frederiksberg,2006,0,0
80-84 år,Tønder,Frederiksberg,2007,0,0
80-84 år,Tønder,Frederiksberg,2008,0,0
80-84 år,Tønder,Frederiksberg,2009,0,0
80-84 år,Tønder,Frederiksberg,2010,0,0
80-84 år,Tønder,Frederiksberg,2011,0,0
80-84 år,Tønder,Frederiksberg,2012,1,0
80-84 år,Tønder,Frederiksberg,2013,0,0
80-84 år,Tønder,Frederiksberg,2014,0,0
80-84 år,Tønder,Frederiksberg,2015,0,1
80-84 år,Tønder,Frederiksberg,2016,0,0
80-84 år,Tønder,Frederiksberg,2017,0,0
80-84 år,Varde,Frederiksberg,2006,0,0
